parameter,chr,position,value,length,exons,fbgn,id,fbpp,state,recomb,type,breadth,normexp
ds,Chr3,22608441,0.1856,86,2,FBgn0144943,scaffold24_2.22,FBpp0171431,1,0,0,5,71.958
ds,Chr3,26353269,0.1841,664,8,FBgn0143752,scaffold3.165,FBpp0170237,1,0,0,5,108.852
ds,Chr3,2748480,0.1826,309,4,FBgn0137714,scaffold27.42,FBpp0164180,0,0,0,5,231.264
ds,Chr3,4287519,0.1764,645,7,FBgn0137192,scaffold34.43,FBpp0163657,0,0,0,5,43.8024
ds,Chr3,6832551,0.1761,445,7,FBgn0139981,scaffold9_2.16,FBpp0166454,1,0,0,5,3.9266
ds,Chr3,17454745,0.1751,268,1,FBgn0147089,scaffold6.272,FBpp0173583,1,0,0,5,2090.64
ds,Chr3,2558384,0.1748,120,2,FBgn0137747,scaffold27.31,FBpp0164213,0,0,0,5,151.158
ds,Chr3,22166397,0.1738,625,10,FBgn0140676,scaffold24_2.5,FBpp0167153,1,0,0,4,2.69945
ds,Chr3,6409762,0.1735,442,4,FBgn0139962,scaffold9_2.52,FBpp0166435,1,0,0,5,15.6734
ds,Chr3,19272375,0.1723,398,8,FBgn0140586,scaffold6.73,FBpp0167062,1,0,0,5,50.008
ds,Chr3,311143,0.1699,128,1,FBgn0139230,scaffold33.6,FBpp0165699,0,0,0,5,3898.94
ds,Chr3,14597589,0.1692,106,3,FBgn0133846,scaffold44_1.19,FBpp0160301,1,0,0,5,419.014
ds,Chr3,26025355,0.1655,266,6,FBgn0143978,scaffold3.142,FBpp0170465,1,0,0,5,64.9642
ds,Chr3,11486624,0.1653,188,3,FBgn0134901,scaffold139.6,FBpp0161361,1,0,0,3,2.07144
ds,Chr3,9796446,0.1625,76,1,FBgn0135593,scaffold83.13,FBpp0162053,1,0,0,5,8.2335
ds,Chr3,15305731,0.1623,366,6,FBgn0133403,scaffold55.48,FBpp0159856,1,0,0,5,89.3016
ds,Chr3,23110360,0.1602,455,3,FBgn0140721,scaffold24_2.74,FBpp0167198,1,0,0,5,32.2264
ds,Chr3,2049243,0.1592,101,1,FBgn0139769,scaffold140.2,FBpp0166241,0,0,0,4,119.19
ds,Chr3,18840983,0.1592,61,1,FBgn0146264,scaffold6:hit:79836,FBpp0172755,1,0,0,3,117.968
ds,Chr3,12582875,0.1586,159,1,FBgn0140225,scaffold44_2.29,FBpp0166698,1,0,0,5,3327.96
ds,Chr3,796646,0.1585,77,1,FBgn0138635,scaffold33:hit:188229,FBpp0165103,0,0,0,4,19.9672
ds,Chr3,1373163,0.1585,326,4,FBgn0138343,scaffold33.111,FBpp0164811,0,0,0,5,11.2316
ds,Chr3,26447157,0.1583,347,5,FBgn0140852,scaffold3.175,FBpp0167329,1,0,0,5,9.23384
ds,Chr3,20629640,0.1572,138,3,FBgn0145443,scaffold3.284,FBpp0171933,1,0,0,5,448.104
ds,Chr3,21180988,0.1563,104,3,FBgn0145214,scaffold48.30,FBpp0171703,1,0,0,5,4397.88
ds,Chr3,13637343,0.1552,389,4,FBgn0140281,scaffold73.28,FBpp0166754,1,0,0,5,1029.17
ds,Chr3,15166176,0.1515,155,3,FBgn0133598,scaffold55.79,FBpp0160052,1,0,0,5,98.328
ds,Chr3,18906262,0.1489,124,3,FBgn0140557,scaffold6.118,FBpp0167033,1,0,0,5,61.4298
ds,Chr3,27889134,0.1481,120,3,FBgn0143082,scaffold9_2.140,FBpp0169563,0,0,0,5,721.3
ds,Chr3,12575610,0.1475,209,4,FBgn0134550,scaffold44_2.31,FBpp0161008,1,0,0,5,144.182
ds,Chr3,28929070,0.1467,83,3,FBgn0142726,scaffold65.42,FBpp0169206,0,0,0,5,3898.44
ds,Chr3,3036588,0.146,73,2,FBgn0137351,scaffold27:hit:166773,FBpp0163817,0,0,0,5,41.6542
ds,Chr3,24347027,0.1457,112,2,FBgn0144387,scaffold3.55,FBpp0170874,1,0,0,5,2563.76
ds,Chr3,25697066,0.1456,317,3,FBgn0140823,scaffold3.127,FBpp0167300,1,0,0,5,897.338
ds,Chr3,22748683,0.1452,174,3,FBgn0140699,scaffold24_2.36,FBpp0167176,1,0,0,5,2475.12
ds,Chr3,8495082,0.1413,740,14,FBgn0135994,scaffold99.16,FBpp0162454,1,0,0,2,5.388
ds,Chr3,1249515,0.1409,96,3,FBgn0138376,scaffold33.103,FBpp0164844,0,0,0,5,7302
ds,Chr3,18108276,0.1401,95,2,FBgn0140506,scaffold6.193,FBpp0166982,1,0,0,4,13.6311
ds,Chr3,5379448,0.1393,208,1,FBgn0137013,scaffold48.84,FBpp0163477,0,0,0,4,12.7074
ds,Chr3,23575085,0.1379,145,2,FBgn0140739,scaffold24_2.106,FBpp0167216,1,0,0,4,28.8977
ds,Chr3,10553038,0.1375,157,2,FBgn0135329,scaffold94.27,FBpp0161789,1,0,0,5,39.932
ds,Chr3,16945045,0.1326,867,6,FBgn0140433,scaffold75.21,FBpp0166909,1,0,0,5,20.6288
ds,Chr3,10954727,0.1305,93,2,FBgn0140166,scaffold118.3,FBpp0166639,1,0,0,5,9.80748
ds,Chr3,21098931,0.1301,473,8,FBgn0140648,scaffold3.256,FBpp0167124,1,0,0,4,9.82203
ds,Chr3,14750287,0.13,218,3,FBgn0140324,scaffold44_1.1,FBpp0166797,1,0,0,5,4224.18
ds,Chr3,19466462,0.1227,573,9,FBgn0140590,scaffold6.66,FBpp0167066,1,0,0,5,18.4665
ds,Chr3,27630353,0.1222,99,2,FBgn0140892,scaffold9_2.105,FBpp0167370,0,0,0,5,3477.58
ds,Chr3,23467366,0.12,137,2,FBgn0140727,scaffold24_2.84,FBpp0167204,1,0,0,0,0
ds,Chr3,18873750,0.1185,237,2,FBgn0140556,scaffold6.121,FBpp0167032,1,0,0,5,61.4298
ds,Chr3,2718720,0.1181,196,3,FBgn0139792,scaffold27.39,FBpp0166264,0,0,0,2,304.542
ds,Chr3,16487603,0.1148,67,1,FBgn0140409,scaffold204:hit:331948,FBpp0166885,1,0,0,4,15.1521
ds,Chr3,25672602,0.1063,52,1,FBgn0144085,scaffold3:hit:57609,FBpp0170572,1,0,0,5,65.8038
ds,Chr3,16116102,0.106,172,4,FBgn0140393,scaffold9_1.13,FBpp0166869,1,0,0,5,61.9262
ds,Chr3,2795806,0.1055,1962,17,FBgn0139800,scaffold27.51,FBpp0166272,0,0,0,5,114.832
ds,Chr3,5641125,0.1026,83,3,FBgn0139916,scaffold48.46,FBpp0166389,0,0,0,5,204.036
ds,Chr3,19235379,0.1015,78,2,FBgn0146009,scaffold6:hit:79461,FBpp0172499,1,0,0,5,35.5912
ds,Chr3,17599797,0.1011,90,1,FBgn0146895,scaffold6.248,FBpp0173389,1,0,0,5,499.106
ds,Chr3,2892404,0.1009,93,1,FBgn0137563,scaffold27:hit:166654,FBpp0164029,0,0,0,1,3.71081
ds,Chr3,5828731,0.1007,216,4,FBgn0139932,scaffold3.230,FBpp0166405,1,0,0,5,105.44
ds,Chr3,11061447,0.094,75,2,FBgn0135033,scaffold103.15,FBpp0161493,1,0,0,5,63.9156
ds,Chr3,20124252,0.0915,158,3,FBgn0140620,scaffold6.16,FBpp0167096,1,0,0,5,860.204
ds,Chr3,1815414,0.0684,382,5,FBgn0138059,scaffold33.156,FBpp0164527,0,0,0,3,2.0334
ds,Chr3,20744248,0.0625,82,1,FBgn0145390,scaffold3:hit:58966,FBpp0171879,1,0,0,0,0
ds,Chr3,13626298,0.0416,126,3,FBgn0134065,scaffold73.29,FBpp0160521,1,0,0,5,404.496
ds,Chr4,5202385,0.9941,408,1,FBgn0135264,scaffold23.39,FBpp0161724,0,0,0,2,16.0181
ds,Chr4,9641015,0.9482,325,3,FBgn0135827,scaffold16.135,FBpp0162287,0,0,0,4,14.574
ds,Chr4,24570095,0.9303,148,3,FBgn0134159,scaffold32.82,FBpp0160615,0,1,0,5,19.306
ds,Chr4,16880993,0.9112,730,1,FBgn0136283,scaffold228.2,FBpp0162745,0,0,0,2,9.46485
ds,Chr4,17100189,0.8996,274,3,FBgn0136297,scaffold85.28,FBpp0162759,0,0,0,2,8.2616
ds,Chr4,12647300,0.8957,256,1,FBgn0134854,scaffold22.107,FBpp0161314,0,0,0,3,31.6629
ds,Chr4,16354590,0.8957,147,2,FBgn0136245,scaffold47.53,FBpp0162706,0,0,0,5,29.9074
ds,Chr4,15751221,0.8955,615,8,FBgn0134617,scaffold84.18,FBpp0161076,0,0,0,2,14.7855
ds,Chr4,19938160,0.8945,90,1,FBgn0136408,scaffold70:hit:265777,FBpp0162870,0,0,0,2,23.9142
ds,Chr4,1280041,0.8724,501,1,FBgn0139519,scaffold40.58,FBpp0165989,0,0,0,2,13.7533
ds,Chr4,17166389,0.8476,140,1,FBgn0134533,scaffold85.11,FBpp0160991,0,0,0,2,118.775
ds,Chr4,22351562,0.839,77,1,FBgn0134265,scaffold15:hit:119125,FBpp0160722,0,0,0,2,31.0072
ds,Chr4,1544708,0.8377,520,3,FBgn0139362,scaffold_2_1.20,FBpp0165831,0,0,0,2,238.106
ds,Chr4,17182301,0.8287,384,3,FBgn0134532,scaffold85:hit:283988,FBpp0160990,0,0,0,2,682.79
ds,Chr4,1307367,0.828,433,3,FBgn0139375,scaffold40.60,FBpp0165844,0,0,0,2,7.80065
ds,Chr4,15773779,0.8278,149,1,FBgn0136203,scaffold84.16,FBpp0162664,0,0,0,3,51.6457
ds,Chr4,11280135,0.8264,102,1,FBgn0134931,scaffold16.4,FBpp0161391,0,0,0,3,113.114
ds,Chr4,16932661,0.8214,399,6,FBgn0136289,scaffold85.35,FBpp0162751,0,0,0,2,19.0578
ds,Chr4,21037288,0.8151,302,2,FBgn0134346,scaffold19.64,FBpp0160803,0,0,0,3,2.83905
ds,Chr4,13784094,0.8125,87,2,FBgn0134777,scaffold11.43,FBpp0161237,0,0,0,4,47.1382
ds,Chr4,9248685,0.8094,122,2,FBgn0135038,scaffold16.179,FBpp0161498,0,0,0,2,11.9344
ds,Chr4,17660762,0.8006,727,4,FBgn0136314,scaffold108.3,FBpp0162776,0,0,0,5,63.895
ds,Chr4,17933076,0.7974,526,1,FBgn0134502,scaffold370.1,FBpp0160960,0,0,0,2,15.2549
ds,Chr4,24041538,0.7885,91,1,FBgn0134182,scaffold32.41,FBpp0160638,0,0,0,4,63.4507
ds,Chr4,3124442,0.7835,113,2,FBgn0135375,scaffold_2_1.235,FBpp0161835,0,0,0,2,8659.35
ds,Chr4,12373916,0.7828,231,1,FBgn0135962,scaffold22.90,FBpp0162422,0,0,0,2,4.51602
ds,Chr4,25314771,0.7805,58,1,FBgn0136686,scaffold37:hit:197985,FBpp0163149,0,1,0,5,47.6438
ds,Chr4,5363985,0.7733,85,1,FBgn0135259,scaffold23.31,FBpp0161719,0,0,0,2,71.8585
ds,Chr4,5406507,0.7649,131,1,FBgn0135258,scaffold23.30,FBpp0161718,0,0,0,3,14.963
ds,Chr4,13469322,0.7649,190,2,FBgn0134807,scaffold11.4,FBpp0161267,0,0,0,5,130.216
ds,Chr4,3988532,0.7573,96,1,FBgn0135502,scaffold21.34,FBpp0161962,0,0,0,2,6.2067
ds,Chr4,16322563,0.7549,205,1,FBgn0136238,scaffold30.76,FBpp0162699,0,0,0,5,24.9076
ds,Chr4,1236922,0.7541,213,2,FBgn0139515,scaffold40:hit:204950,FBpp0165984,0,0,0,2,34.2935
ds,Chr4,1293810,0.7501,237,5,FBgn0139523,scaffold40.59,FBpp0165993,0,0,0,4,69.8598
ds,Chr4,17148396,0.7459,1578,9,FBgn0134537,scaffold85.17,FBpp0160995,0,0,0,1,17.6286
ds,Chr4,8823591,0.7327,208,4,FBgn0135769,scaffold16.231,FBpp0162229,0,0,0,5,12.9456
ds,Chr4,18505658,0.7309,339,1,FBgn0134480,scaffold117.16,FBpp0160938,0,0,0,1,11.6225
ds,Chr4,13785139,0.7279,767,1,FBgn0134776,scaffold11.44,FBpp0161236,0,0,0,4,47.1382
ds,Chr4,3027018,0.7271,104,2,FBgn0135385,scaffold_2_1.221,FBpp0161845,0,0,0,1,35768
ds,Chr4,2547815,0.7241,84,2,FBgn0139271,scaffold_2_1:hit:162792,FBpp0165740,0,0,0,4,23.6226
ds,Chr4,11661758,0.7225,126,1,FBgn0134902,scaffold22:hit:145427,FBpp0161362,0,0,0,1,11.7707
ds,Chr4,6271367,0.7205,717,1,FBgn0135218,scaffold31.6,FBpp0161678,0,0,0,1,2.18305
ds,Chr4,15625822,0.7085,743,1,FBgn0134620,scaffold84.23,FBpp0161079,0,0,0,2,14.746
ds,Chr4,1011780,0.7068,195,1,FBgn0139399,scaffold40.27,FBpp0165868,0,0,0,2,4.94107
ds,Chr4,22227705,0.7022,428,5,FBgn0134271,scaffold15.79,FBpp0160728,0,0,0,5,21.6182
ds,Chr4,24629692,0.6966,326,2,FBgn0134156,scaffold542.2,FBpp0160612,0,1,0,2,13.6842
ds,Chr4,17450487,0.6918,730,3,FBgn0134520,scaffold85.2,FBpp0160978,0,0,0,2,2.51627
ds,Chr4,9614648,0.6855,215,1,FBgn0135016,scaffold16.145,FBpp0161476,0,0,0,5,972.73
ds,Chr4,13662538,0.6845,151,2,FBgn0134793,scaffold11.26,FBpp0161253,0,0,0,5,31.6536
ds,Chr4,24002599,0.684,1981,13,FBgn0134186,scaffold32.34,FBpp0160642,0,0,0,2,1.77053
ds,Chr4,22224778,0.6795,221,2,FBgn0134272,scaffold15.80,FBpp0160729,0,0,0,2,10.5012
ds,Chr4,12208600,0.6742,377,4,FBgn0135955,scaffold22.73,FBpp0162415,0,0,0,2,19.5306
ds,Chr4,2114995,0.6731,223,1,FBgn0139306,scaffold_2_1.113,FBpp0165775,0,0,0,5,14.4791
ds,Chr4,11301910,0.6715,832,4,FBgn0134928,scaffold16.2,FBpp0161388,0,0,0,0,0
ds,Chr4,21122159,0.6705,352,3,FBgn0134338,scaffold19.49,FBpp0160795,0,0,0,3,11.6042
ds,Chr4,24909813,0.67,539,1,FBgn0134139,scaffold37.45,FBpp0160595,0,1,0,0,0
ds,Chr4,17165472,0.6694,195,2,FBgn0134534,scaffold85.12,FBpp0160992,0,0,0,2,118.775
ds,Chr4,26430177,0.6669,128,2,FBgn0136720,scaffold361:hit:338999,FBpp0163183,0,1,0,5,76.12
ds,Chr4,17205399,0.6626,1521,8,FBgn0134526,scaffold85.7,FBpp0160984,0,0,0,2,6.8136
ds,Chr4,7346970,0.6612,156,2,FBgn0135163,scaffold31.108,FBpp0161623,0,0,0,4,786.16
ds,Chr4,9838722,0.6586,490,1,FBgn0135849,scaffold16.106,FBpp0162309,0,0,0,2,1.69727
ds,Chr4,11860681,0.6574,291,2,FBgn0135935,scaffold22.45,FBpp0162395,0,0,0,1,535.874
ds,Chr4,17198867,0.6574,94,3,FBgn0134531,scaffold85.9,FBpp0160989,0,0,0,4,16799.8
ds,Chr4,12978618,0.6562,301,1,FBgn0136007,scaffold22:hit:146185,FBpp0162467,0,0,0,2,24.2188
ds,Chr4,15407121,0.6546,186,1,FBgn0136184,scaffold194.2,FBpp0162645,0,0,0,2,4.09911
ds,Chr4,21450131,0.6542,645,2,FBgn0134319,scaffold19.10,FBpp0160776,0,0,0,2,17.8116
ds,Chr4,23438526,0.6538,249,2,FBgn0134221,scaffold15:hit:118708,FBpp0160677,0,0,0,2,12.1817
ds,Chr4,10675007,0.6528,558,1,FBgn0135882,scaffold16.62,FBpp0162342,0,0,0,5,23.017
ds,Chr4,24611820,0.6525,155,1,FBgn0136667,scaffold32:hit:184729,FBpp0163130,0,1,0,1,1.26507
ds,Chr4,18016010,0.6507,255,3,FBgn0136328,scaffold123.7,FBpp0162790,0,0,0,2,447.004
ds,Chr4,10572973,0.6498,193,1,FBgn0134974,scaffold16.76,FBpp0161434,0,0,0,1,13.3518
ds,Chr4,5085369,0.6495,390,4,FBgn0135273,scaffold23.51,FBpp0161733,0,0,0,5,49.6028
ds,Chr4,4095201,0.6486,128,1,FBgn0135505,scaffold21.27,FBpp0161965,0,0,0,2,3.66287
ds,Chr4,3208834,0.6483,273,3,FBgn0135462,scaffold21.87,FBpp0161922,0,0,0,5,16.567
ds,Chr4,1636586,0.6471,166,3,FBgn0139349,scaffold_2_1.38,FBpp0165818,0,0,0,3,7.1798
ds,Chr4,12841464,0.6454,657,1,FBgn0134849,scaffold22.125,FBpp0161309,0,0,0,5,6.53332
ds,Chr4,19097123,0.6452,102,1,FBgn0134461,scaffold49.4,FBpp0160919,0,0,0,3,17.8903
ds,Chr4,15172122,0.6434,167,3,FBgn0136166,scaffold11.213,FBpp0162626,0,0,0,1,1.76648
ds,Chr4,6868662,0.6426,199,1,FBgn0135190,scaffold31.60,FBpp0161650,0,0,0,2,17.5348
ds,Chr4,15406237,0.6402,211,1,FBgn0136183,scaffold194.3,FBpp0162644,0,0,0,3,27.2253
ds,Chr4,21495999,0.6374,486,2,FBgn0134314,scaffold19.4,FBpp0160771,0,0,0,2,8.24155
ds,Chr4,20530943,0.6364,322,1,FBgn0136454,scaffold19.94,FBpp0162916,0,0,0,3,22.6982
ds,Chr4,15959729,0.6323,472,1,FBgn0134610,scaffold84.6,FBpp0161069,0,0,0,5,61.147
ds,Chr4,14718343,0.6305,822,2,FBgn0136130,scaffold11.171,FBpp0162590,0,0,0,3,24.7388
ds,Chr4,13566218,0.6271,257,2,FBgn0136055,scaffold11.19,FBpp0162515,0,0,0,5,31.595
ds,Chr4,20908026,0.6253,490,6,FBgn0134357,scaffold19.79,FBpp0160814,0,0,0,5,29.2122
ds,Chr4,25415789,0.6237,81,1,FBgn0136693,scaffold37.7,FBpp0163156,0,1,0,2,107.329
ds,Chr4,5011342,0.6219,108,1,FBgn0135280,scaffold23.60,FBpp0161740,0,0,0,2,20.4504
ds,Chr4,773982,0.6211,1329,4,FBgn0139406,scaffold40.12,FBpp0165875,0,0,0,0,0
ds,Chr4,21263280,0.6209,480,1,FBgn0134329,scaffold19.35,FBpp0160786,0,0,0,3,39.6717
ds,Chr4,10621552,0.62,769,2,FBgn0135880,scaffold16.67,FBpp0162340,0,0,0,5,12.1481
ds,Chr4,4005356,0.6164,310,1,FBgn0135333,scaffold21.33,FBpp0161793,0,0,0,2,18.8146
ds,Chr4,22500589,0.6164,133,1,FBgn0136567,scaffold15.54,FBpp0163030,0,0,0,2,34.1846
ds,Chr4,16835058,0.6162,378,1,FBgn0134551,scaffold47.2,FBpp0161009,0,0,0,1,1.41091
ds,Chr4,2456371,0.6148,76,2,FBgn0139615,scaffold_2_1.149,FBpp0166086,0,0,0,0,0
ds,Chr4,9762446,0.6142,211,1,FBgn0135844,scaffold16.115,FBpp0162304,0,0,0,5,326.976
ds,Chr4,12162055,0.6139,1174,5,FBgn0134879,scaffold22.70,FBpp0161339,0,0,0,5,25.6534
ds,Chr4,13210643,0.6138,1159,2,FBgn0136031,scaffold22.180,FBpp0162491,0,0,0,5,12.8282
ds,Chr4,17197725,0.613,354,1,FBgn0136307,scaffold85.10,FBpp0162769,0,0,0,4,548.457
ds,Chr4,127137,0.6121,671,1,FBgn0139438,scaffold_1_1.4,FBpp0165907,0,0,0,5,12.567
ds,Chr4,17238680,0.6112,103,2,FBgn0136309,scaffold85.6,FBpp0162771,0,0,0,3,12.0111
ds,Chr4,21035317,0.6088,489,1,FBgn0134347,scaffold19.65,FBpp0160804,0,0,0,2,2.59564
ds,Chr4,26252316,0.6054,492,2,FBgn0134079,scaffold124.13,FBpp0160535,0,1,0,5,91.934
ds,Chr4,14537488,0.6039,261,2,FBgn0134701,scaffold11.148,FBpp0161160,0,0,0,5,24.7352
ds,Chr4,20527354,0.6039,366,2,FBgn0136452,scaffold19.96,FBpp0162914,0,0,0,2,4.79459
ds,Chr4,4778771,0.6026,209,2,FBgn0135294,scaffold23.85,FBpp0161754,0,0,0,3,31.678
ds,Chr4,1135283,0.6019,631,9,FBgn0139503,scaffold40.31,FBpp0165972,0,0,0,2,1.93664
ds,Chr4,24683009,0.6003,125,1,FBgn0134153,scaffold236:hit:334045,FBpp0160609,0,1,0,0,0
ds,Chr4,20317469,0.5997,141,3,FBgn0134386,scaffold19.121,FBpp0160843,0,0,0,3,30.1387
ds,Chr4,1515368,0.5994,1045,11,FBgn0139534,scaffold_2_1.17,FBpp0166004,0,0,0,5,32.2588
ds,Chr4,23055675,0.5984,192,1,FBgn0134233,scaffold15.17,FBpp0160689,0,0,0,1,21.7743
ds,Chr4,7347842,0.598,282,3,FBgn0135687,scaffold31.109,FBpp0162147,0,0,0,3,48.8987
ds,Chr4,9092941,0.5966,187,1,FBgn0135051,scaffold16.201,FBpp0161511,0,0,0,3,109.253
ds,Chr4,6654564,0.5963,233,3,FBgn0135635,scaffold31.39,FBpp0162095,0,0,0,5,14.5612
ds,Chr4,24013050,0.5956,447,8,FBgn0134185,scaffold32.35,FBpp0160641,0,0,0,0,0
ds,Chr4,23287108,0.5942,389,3,FBgn0134224,scaffold15.10,FBpp0160680,0,0,0,1,1.53266
ds,Chr4,12271035,0.5923,1047,1,FBgn0135957,scaffold22.77,FBpp0162417,0,0,0,2,9.81565
ds,Chr4,21170586,0.5916,317,1,FBgn0136483,scaffold19.45,FBpp0162945,0,0,0,2,21.028
ds,Chr4,11005886,0.5908,357,1,FBgn0135899,scaffold16.27,FBpp0162359,0,0,0,4,2.23305
ds,Chr4,26714946,0.59,703,11,FBgn0134060,scaffold273.1,FBpp0160516,0,1,0,4,4.92453
ds,Chr4,15691497,0.5893,138,1,FBgn0134618,scaffold84.20,FBpp0161077,0,0,0,1,4.10892
ds,Chr4,1580134,0.5881,300,3,FBgn0139361,scaffold_2_1.23,FBpp0165830,0,0,0,5,4.26354
ds,Chr4,14486962,0.588,194,1,FBgn0134709,scaffold11:hit:103484,FBpp0161169,0,0,0,5,4.94652
ds,Chr4,24897716,0.587,341,1,FBgn0134141,scaffold37.47,FBpp0160597,0,1,0,4,6.35135
ds,Chr4,19546226,0.5865,302,4,FBgn0136378,scaffold102.19,FBpp0162840,0,0,0,1,3.52131
ds,Chr4,23514824,0.586,481,3,FBgn0136609,scaffold32.4,FBpp0163072,0,0,0,1,12.3462
ds,Chr4,21207113,0.5859,501,4,FBgn0136485,scaffold19.41,FBpp0162947,0,0,0,5,5.72
ds,Chr4,10714368,0.5841,536,3,FBgn0134962,scaffold16.53,FBpp0161422,0,0,0,2,7.0155
ds,Chr4,1184677,0.5837,312,2,FBgn0139506,scaffold40.34,FBpp0165975,0,0,0,5,5.76848
ds,Chr4,16450649,0.583,135,1,FBgn0134578,scaffold47:hit:222934,FBpp0161036,0,0,0,1,70.2736
ds,Chr4,13278642,0.5823,307,2,FBgn0134811,scaffold22.193,FBpp0161271,0,0,0,2,22.24
ds,Chr4,9883712,0.5818,78,1,FBgn0134998,scaffold16:hit:124274,FBpp0161458,0,0,0,2,36.7689
ds,Chr4,10307742,0.581,477,1,FBgn0134990,scaffold16.94,FBpp0161450,0,0,0,2,21.3509
ds,Chr4,25083848,0.5806,88,1,FBgn0134138,scaffold37:hit:198059,FBpp0160594,0,1,0,3,24.0942
ds,Chr4,8821407,0.5789,439,2,FBgn0135074,scaffold16.232,FBpp0161534,0,0,0,5,95.3246
ds,Chr4,14748844,0.5786,229,3,FBgn0134683,scaffold11:hit:103591,FBpp0161142,0,0,0,5,29.6986
ds,Chr4,17233320,0.5786,148,1,FBgn0134525,scaffold326.1,FBpp0160983,0,0,0,2,23.9052
ds,Chr4,11551068,0.5776,150,2,FBgn0135924,scaffold22.23,FBpp0162384,0,0,0,5,58.1206
ds,Chr4,24892310,0.5769,307,1,FBgn0134144,scaffold37.48,FBpp0160600,0,1,0,5,11.7438
ds,Chr4,25919639,0.5769,378,2,FBgn0136704,scaffold721:hit:343516,FBpp0163167,0,1,0,5,126.077
ds,Chr4,13835670,0.5761,118,2,FBgn0134767,scaffold11.57,FBpp0161227,0,0,0,2,4997.59
ds,Chr4,21904217,0.576,370,1,FBgn0136526,scaffold80:hit:277700,FBpp0162988,0,0,0,2,8.02085
ds,Chr4,4777379,0.5758,81,1,FBgn0135538,scaffold23.87,FBpp0161998,0,0,0,2,2.17774
ds,Chr4,7812466,0.5758,1164,5,FBgn0135139,scaffold31.151,FBpp0161599,0,0,0,5,19.9081
ds,Chr4,1688227,0.5754,351,2,FBgn0139560,scaffold_2_1.54,FBpp0166030,0,0,0,5,51.9786
ds,Chr4,1678005,0.5752,301,1,FBgn0139343,scaffold_2_1.49,FBpp0165812,0,0,0,5,48.711
ds,Chr4,8990078,0.5746,41,1,FBgn0135053,scaffold16:hit:124920,FBpp0161513,0,0,0,5,27.656
ds,Chr4,18255310,0.5734,265,2,FBgn0134487,scaffold117.6,FBpp0160945,0,0,0,2,53.4135
ds,Chr4,10735150,0.573,387,4,FBgn0135890,scaffold16.48,FBpp0162350,0,0,0,0,0
ds,Chr4,19409590,0.573,84,2,FBgn0134448,scaffold102.23,FBpp0160906,0,0,0,3,16.0155
ds,Chr4,632351,0.5729,282,3,FBgn0139407,scaffold40.6,FBpp0165876,0,0,0,5,3.55404
ds,Chr4,26453167,0.5719,286,3,FBgn0136721,scaffold213:hit:332601,FBpp0163184,0,1,0,5,9.1695
ds,Chr4,170089,0.5717,264,1,FBgn0139451,scaffold_1_1.17,FBpp0165920,0,0,0,4,773.835
ds,Chr4,11662352,0.5716,266,2,FBgn0134900,scaffold22:hit:145419,FBpp0161360,0,0,0,1,742.847
ds,Chr4,18857309,0.5712,526,7,FBgn0136349,scaffold49.14,FBpp0162811,0,0,0,1,65.0064
ds,Chr4,19784660,0.5698,291,1,FBgn0134432,scaffold70.48,FBpp0160890,0,0,0,2,44.4624
ds,Chr4,14761081,0.5696,183,4,FBgn0136137,scaffold11:hit:103596,FBpp0162597,0,0,0,3,3.27776
ds,Chr4,8897702,0.5689,1176,5,FBgn0135773,scaffold16.223,FBpp0162233,0,0,0,4,15.4937
ds,Chr4,21910284,0.5687,1151,5,FBgn0136529,scaffold80.33,FBpp0162991,0,0,0,5,4.63526
ds,Chr4,20338314,0.5675,314,2,FBgn0134382,scaffold19.114,FBpp0160839,0,0,0,5,23.3388
ds,Chr4,22357322,0.5675,191,1,FBgn0134264,scaffold15:hit:119119,FBpp0160721,0,0,0,2,34.9353
ds,Chr4,25304648,0.5675,697,1,FBgn0134117,scaffold37.22,FBpp0160573,0,1,0,5,8.47082
ds,Chr4,2989421,0.5674,413,1,FBgn0135442,scaffold_2_1.218,FBpp0161902,0,0,0,2,23.2279
ds,Chr4,18041321,0.5651,348,2,FBgn0136332,scaffold123.12,FBpp0162794,0,0,0,1,90.143
ds,Chr4,21642163,0.5651,431,3,FBgn0134304,scaffold80.6,FBpp0160761,0,0,0,4,11.0256
ds,Chr4,5467326,0.5647,463,5,FBgn0135255,scaffold23.25,FBpp0161715,0,0,0,5,35.867
ds,Chr4,13559021,0.5642,454,2,FBgn0136054,scaffold11.17,FBpp0162514,0,0,0,4,4.9287
ds,Chr4,14524508,0.5634,251,1,FBgn0136117,scaffold11.145,FBpp0162577,0,0,0,1,2.73135
ds,Chr4,1278063,0.5626,225,3,FBgn0139378,scaffold40.57,FBpp0165847,0,0,0,2,6.83175
ds,Chr4,26331771,0.5623,180,2,FBgn0134076,scaffold124.17,FBpp0160532,0,1,0,5,58.6492
ds,Chr4,10340905,0.5618,517,6,FBgn0134989,scaffold16.93,FBpp0161449,0,0,0,2,6.86225
ds,Chr4,18266781,0.5616,511,3,FBgn0134485,scaffold117.7,FBpp0160943,0,0,0,3,1.54293
ds,Chr4,22869261,0.5607,133,2,FBgn0134236,scaffold15.20,FBpp0160692,0,0,0,3,32.6844
ds,Chr4,19659180,0.5604,463,3,FBgn0136388,scaffold102.7,FBpp0162850,0,0,0,5,23.9974
ds,Chr4,21010243,0.5603,396,1,FBgn0136466,scaffold19.68,FBpp0162928,0,0,0,5,12.255
